"","buyer_id","orderdate","buyer_age","buyer_gender","buyer_annual_income","shop","packaging","city","article_group","article","article_price","recipient_age","recipient_gender","recipient_relation"
"457","400",2017-12-17 13:50:33,36,"male",33000,"store","no","Münster","disks","TV serial - Blu Ray",82.99,57,"female","mother"
"458","999",2017-06-11 16:58:44,55,"female",37000,"store","no","Münster","books","Fantasy & Science Fiction",83.99,34,"female","daughter"
"459","688",2017-11-22 16:38:55,45,"male",42000,"online","no","Hannover","books","Biographies",83.99,54,"female","cousin"
"460","1028",2017-12-10 16:25:39,56,"male",41000,"store","no","Münster","books","Mystery",83.99,55,"female","friend"
"461","1471",2017-01-17 17:57:09,76,"female",68000,"online","no","Münster","books","Other books",84.99,33,"female","niece"
"462","1347",2017-11-18 20:31:11,68,"male",58500,"online","yes","Gelsenkirchen","clothes","Socks",84.99,52,"male","cousin"
"463","606",2017-12-12 09:35:32,42,"male",50000,"store","no","Düsseldorf","books","Fiction",84.99,29,"male","friend"
"464","289",2017-12-22 17:01:07,32,"male",36500,"store","yes","Hannover","books","Fiction",84.99,40,"female","friend"
"465","1011",2017-04-03 08:31:29,55,"female",53000,"online","no","Münster","disks","Music-Album - CD",85.99,77,"female","friend"
"466","410",2017-05-18 17:28:30,36,"female",41500,"store","yes","Münster","disks","Other disks",85.99,83,"female","aunt"
"467","740",2017-05-22 11:56:10,47,"female",32000,"online","no","Köln","books","Travel & Adventure",85.99,42,"male","boyfriend"
"468","1171",2017-05-22 22:01:50,60,"male",69000,"online","no","Köln","books","Fantasy & Science Fiction",85.99,43,"female","friend"
"469","1347",2017-09-14 03:07:55,68,"male",58500,"online","no","Osnabrück","clothes","Shoes",85.99,60,"female","sister"
"470","790",2017-11-18 08:39:11,48,"male",50000,"online","yes","Köln","books","Crime Thrillers",85.99,66,"male","other"
"471","1087",2017-12-06 11:48:08,57,"female",84500,"store","yes","Osnabrück","books","Religion",85.99,48,"female","friend"
"472","773",2017-12-10 14:53:06,48,"female",35000,"store","yes","Münster","disks","Movie - Blu Ray",85.99,31,"male","cousin"
"473","164",2017-12-18 00:17:42,26,"female",50500,"online","no","Münster","disks","Movie - Blu Ray",85.99,37,"female","sister"
"474","1499",2017-01-14 03:45:05,79,"female",75000,"online","no","Essen","disks","Movie - Blu Ray",86.99,50,"female","friend"
"475","478",2017-04-19 08:06:07,38,"male",48000,"online","no","Osnabrück","books","Mystery",86.99,46,"female","sister"
"476","841",2017-05-15 06:51:58,50,"male",47000,"online","no","Paderborn","books","Fiction",86.99,40,"male","brother"
"477","752",2017-12-08 17:45:02,47,"other",45500,"store","yes","Münster","books","Fantasy & Science Fiction",86.99,17,"female","undefined"
"478","450",2017-12-13 15:34:21,37,"male",54500,"store","yes","Düsseldorf","disks","TV serial - DVD",86.99,37,"male","friend"
"479","485",2017-12-16 12:01:38,38,"female",57500,"store","no","Münster","books","Fantasy & Science Fiction",86.99,52,"female","friend"
"480","383",2017-01-15 02:48:57,35,"male",48000,"online","no","Essen","books","Fantasy & Science Fiction",87.99,30,"male","friend"
"481","512",2017-02-28 02:17:19,39,"male",56500,"online","yes","Essen","books","Crime Thrillers",87.99,68,"female","mother"
"482","954",2017-05-16 00:02:56,53,"other",62000,"online","yes","Düsseldorf","disks","Movie - Blu Ray",87.99,57,"female","undefined"
"483","248",2017-05-22 15:33:31,30,"female",45500,"online","yes","Bielefeld","books","Mystery",87.99,31,"female","friend"
"484","599",2017-08-18 11:40:08,42,"female",41000,"online","no","Osnabrück","books","Biographies",87.99,42,"male","boyfriend"
"485","152",2017-08-18 18:49:38,26,"male",37000,"online","no","Dortmund","books","Travel & Adventure",87.99,16,"female","sister"
"486","1117",2017-09-12 10:43:55,59,"female",41000,"store","yes","Düsseldorf","books","Crime Thrillers",87.99,88,"male","uncle"
"487","867",2017-10-14 09:15:28,51,"male",38000,"store","yes","Münster","disks","Movie - Blu Ray",87.99,19,"male","friend"
"488","671",2017-11-15 11:47:10,44,"female",51500,"store","no","Hannover","books","Travel & Adventure",87.99,21,"female","friend"
"489","372",2017-12-06 19:52:34,35,"female",37000,"store","yes","Münster","books","Fiction",87.99,42,"other","undefined"
"490","1127",2017-02-16 13:00:20,59,"other",57000,"store","no","Osnabrück","disks","Movie - DVD",88.99,9,"male","undefined"
"491","128",2017-06-04 16:56:48,25,"male",38000,"store","yes","Düsseldorf","books","Crime Thrillers",88.99,22,"female","wife"
"492","1218",2017-10-18 12:04:20,62,"female",55500,"online","yes","Köln","disks","TV serial - DVD",88.99,65,"other","undefined"
"493","20",2017-12-14 12:54:14,20,"male",28000,"store","yes","Osnabrück","disks","TV serial - Blu Ray",88.99,83,"male","friend"
"494","1303",2017-01-19 19:29:12,66,"female",55500,"store","yes","Münster","clothes","Shirt",89.99,31,"female","daughter"
"495","1066",2017-07-11 11:49:08,57,"female",53000,"store","no","Düsseldorf","books","Fiction",89.99,42,"male","brother"
"496","1055",2017-09-18 12:42:28,57,"female",40500,"online","no","Osnabrück","books","Fiction",89.99,47,"female","sister"
"497","627",2017-10-11 10:45:45,43,"female",42000,"online","yes","Bielefeld","books","Crime Thrillers",89.99,67,"male","father"
"498","1244",2017-12-07 21:34:02,63,"female",54000,"online","yes","Paderborn","clothes","Socks",89.99,25,"male","nephew"
"499","798",2017-12-22 17:23:02,49,"female",33000,"store","yes","Düsseldorf","books","Fantasy & Science Fiction",89.99,55,"male","friend"
"500","246",2017-01-27 06:46:20,30,"female",44500,"online","yes","Münster","books","Travel & Adventure",90.99,83,"male","uncle"
"501","1106",2017-02-13 16:27:29,58,"female",66000,"online","yes","Essen","books","Travel & Adventure",90.99,53,"female","friend"
"502","1301",2017-04-10 01:45:13,66,"male",54500,"online","yes","Düsseldorf","clothes","Shirt",90.99,18,"female","friend"
"503","1155",2017-05-19 08:38:33,60,"other",52500,"online","no","Dortmund","clothes","Socks",90.99,24,"male","undefined"
"504","1183",2017-08-15 10:02:27,61,"male",52000,"online","yes","Münster","books","Other books",90.99,65,"male","brother"
"505","123",2017-08-17 08:57:19,25,"female",33000,"online","no","Paderborn","clothes","Shoes",90.99,93,"female","friend"
"506","259",2017-11-15 09:50:43,31,"female",31500,"store","yes","Münster","books","Fiction",90.99,25,"male","brother"
"507","284",2017-12-18 18:59:04,32,"female",31000,"store","yes","Hannover","books","Other books",90.99,74,"male","friend"
"508","176",2017-12-24 19:15:43,27,"male",38500,"online","yes","Münster","books","Fantasy & Science Fiction",90.99,8,"male","nephew"
"509","436",2017-01-10 05:08:48,37,"male",41000,"online","yes","Gelsenkirchen","clothes","Jeans",91.99,30,"female","sister"
"510","751",2017-06-12 00:19:20,47,"female",45000,"online","no","Düsseldorf","disks","TV serial - Blu Ray",91.99,70,"female","mother"
"511","310",2017-06-14 06:39:36,33,"male",33500,"online","yes","Bielefeld","books","Crime Thrillers",91.99,31,"male","husband"
"512","429",2017-07-20 18:58:19,37,"male",35500,"store","yes","Münster","books","Mystery",91.99,53,"female","friend"
"513","1350",2017-09-09 23:23:04,68,"female",72500,"online","no","Hannover","disks","TV serial - Blu Ray",91.99,48,"female","niece"
"514","137",2017-11-11 11:38:26,25,"male",51000,"store","yes","Düsseldorf","disks","Other disks",91.99,41,"female","friend"
"515","678",2017-11-11 16:53:05,44,"male",60500,"online","yes","Paderborn","disks","Movie - DVD",91.99,45,"male","husband"
"516","1149",2017-02-17 15:09:02,60,"male",44500,"store","yes","Düsseldorf","books","Fiction",92.99,11,"male","friend"
"517","339",2017-03-11 17:37:30,34,"male",38500,"store","no","Hannover","disks","TV serial - DVD",92.99,27,"female","friend"
"518","1056",2017-06-13 03:45:52,57,"female",43000,"online","yes","Hannover","books","Fantasy & Science Fiction",92.99,56,"male","friend"
"519","1503",2017-08-01 15:26:51,79,"male",78500,"store","yes","Münster","books","Mystery",92.99,63,"female","sister"
"520","1537",2017-08-07 02:02:16,85,"female",48000,"online","yes","Essen","disks","TV serial - Blu Ray",92.99,73,"male","friend"
"521","1298",2017-08-24 12:50:26,66,"female",49000,"online","no","Paderborn","books","Travel & Adventure",92.99,69,"other","undefined"
"522","288",2017-09-29 08:14:17,32,"female",35500,"online","no","Bielefeld","books","Fiction",92.99,41,"female","friend"
"523","335",2017-11-16 10:12:05,34,"female",35500,"store","yes","Osnabrück","books","Fantasy & Science Fiction",92.99,46,"male","cousin"
"524","157",2017-05-20 18:53:36,26,"male",40500,"online","yes","Düsseldorf","disks","TV serial - DVD",93.99,52,"male","father"
"525","569",2017-07-10 23:45:55,41,"female",48500,"online","no","Osnabrück","books","Fiction",93.99,72,"male","uncle"
"526","1198",2017-08-19 21:53:14,61,"female",66000,"online","no","Düsseldorf","disks","Music-Album - CD",93.99,37,"male","son"
"527","317",2017-10-09 15:37:28,33,"female",40500,"online","no","Essen","disks","TV serial - DVD",93.99,37,"female","friend"
"528","1018",2017-10-15 16:59:39,55,"male",61000,"store","yes","Münster","disks","TV serial - DVD",93.99,39,"female","cousin"
"529","110",2017-12-07 14:29:35,24,"male",45000,"store","yes","Münster","books","Crime Thrillers",93.99,65,"female","aunt"
"530","520",2017-12-18 17:47:17,40,"male",28000,"store","yes","Düsseldorf","books","Travel & Adventure",93.99,9,"female","daughter"
"531","436",2017-02-16 13:58:13,37,"male",41000,"online","no","Essen","clothes","Shirt",94.99,31,"male","friend"
"532","718",2017-02-26 11:29:26,46,"female",46500,"store","no","Düsseldorf","books","Fiction",94.99,82,"female","mother"
"533","1278",2017-05-19 17:10:22,64,"female",82500,"store","no","Hannover","books","Fiction",94.99,65,"male","husband"
"534","289",2017-07-25 11:13:56,32,"male",36500,"store","yes","Münster","books","Crime Thrillers",94.99,56,"male","uncle"
"535","249",2017-10-17 11:54:48,30,"female",46000,"store","yes","Osnabrück","books","Other books",94.99,23,"male","brother"
"536","1117",2017-11-09 08:52:47,59,"female",41000,"store","yes","Düsseldorf","disks","TV serial - Blu Ray",94.99,23,"female","friend"
"537","76",2017-12-17 15:48:37,23,"female",32000,"store","no","Münster","books","Fiction",94.99,52,"male","uncle"
"538","308",2017-12-19 12:52:06,33,"male",31000,"store","yes","Münster","books","Travel & Adventure",94.99,59,"female","mother"
"539","214",2017-01-19 12:41:22,29,"male",36000,"store","yes","Münster","disks","Movie - Blu Ray",95.99,46,"male","friend"
"540","366",2017-02-09 00:33:56,35,"other",34000,"online","no","Köln","books","Fiction",95.99,68,"male","undefined"
"541","1307",2017-02-21 13:19:55,66,"female",61000,"online","yes","Düsseldorf","disks","Movie - DVD",95.99,18,"male","friend"
"542","47",2017-03-01 14:45:25,21,"female",37500,"online","no","Köln","clothes","Shirt",95.99,54,"female","mother"
"543","196",2017-05-15 08:16:27,28,"female",40000,"online","yes","Münster","books","Crime Thrillers",95.99,74,"female","mother"
"544","1556",2017-07-20 14:50:24,89,"male",49500,"online","no","Bielefeld","books","Mystery",95.99,11,"male","son"
"545","1212",2017-08-19 19:24:15,62,"male",50500,"store","no","Hannover","disks","Other disks",95.99,59,"female","wife"
"546","1473",2017-09-17 12:50:19,76,"male",72000,"online","yes","Gelsenkirchen","books","Fantasy & Science Fiction",95.99,28,"female","daughter"
"547","906",2017-09-20 09:36:43,52,"male",43000,"online","yes","Düsseldorf","books","Fantasy & Science Fiction",95.99,36,"male","friend"
"548","882",2017-11-12 16:20:16,51,"male",52500,"store","yes","Osnabrück","disks","Movie - Blu Ray",95.99,11,"female","friend"
"549","1223",2017-02-12 19:22:50,62,"female",59500,"online","no","Münster","disks","TV serial - Blu Ray",96.99,68,"other","undefined"
"550","89",2017-02-15 15:05:17,23,"other",47000,"store","no","Münster","books","Other books",96.99,23,"male","undefined"
"551","459",2017-02-16 10:23:37,38,"male",29500,"online","no","Düsseldorf","disks","Movie - DVD",96.99,44,"male","cousin"
"552","258",2017-12-12 10:46:44,31,"male",31000,"store","yes","Hannover","disks","TV serial - Blu Ray",96.99,10,"female","niece"
"553","998",2017-12-17 12:44:32,55,"male",35500,"online","yes","Bielefeld","books","Crime Thrillers",96.99,33,"female","daughter"
"554","1493",2017-01-11 19:43:24,78,"female",74500,"online","no","Düsseldorf","clothes","Tie",97.99,62,"female","cousin"
"555","461",2017-02-13 14:13:09,38,"male",31500,"online","no","Osnabrück","books","Crime Thrillers",97.99,57,"male","uncle"
"556","1481",2017-02-21 13:53:55,77,"male",66000,"store","yes","Düsseldorf","books","Travel & Adventure",97.99,43,"female","daughter"
"557","598",2017-03-19 03:29:09,42,"male",40500,"online","yes","Köln","books","Crime Thrillers",97.99,44,"male","brother"
"558","950",2017-07-26 08:06:37,53,"female",58500,"online","yes","Essen","books","Religion",97.99,33,"male","nephew"
"559","1099",2017-12-23 12:13:16,58,"female",55500,"store","yes","Osnabrück","disks","Other disks",97.99,28,"male","son"
"560","147",2017-02-13 12:18:24,26,"male",33000,"online","yes","Bielefeld","disks","Movie - DVD",98.99,53,"male","father"
"561","9",2017-04-20 00:14:10,19,"female",34000,"online","yes","Düsseldorf","books","Fiction",98.99,57,"male","father"
"562","117",2017-07-11 20:49:47,25,"male",28500,"online","yes","Münster","books","Biographies",98.99,65,"female","aunt"
"563","619",2017-07-12 06:43:10,43,"female",35500,"online","no","Gelsenkirchen","books","Crime Thrillers",98.99,33,"female","friend"
"564","1243",2017-07-14 22:02:36,63,"female",52000,"online","no","Hannover","disks","Other disks",98.99,65,"male","boyfriend"
"565","1388",2017-08-10 18:15:29,70,"other",88500,"store","yes","Osnabrück","clothes","Jeans",98.99,63,"female","undefined"
"566","1123",2017-11-17 08:49:41,59,"female",50500,"store","no","Osnabrück","disks","Other disks",98.99,47,"female","cousin"
"567","819",2017-02-27 06:47:00,49,"female",59000,"online","yes","Paderborn","books","Biographies",99.99,40,"female","friend"
"568","510",2017-03-22 18:56:22,39,"female",54000,"online","yes","Düsseldorf","books","Religion",99.99,53,"female","cousin"
"569","518",2017-05-08 18:25:44,39,"male",67000,"store","no","Münster","books","Crime Thrillers",99.99,54,"female","cousin"
"570","490",2017-12-13 19:48:09,39,"male",28000,"store","no","Hannover","books","Mystery",99.99,48,"female","sister"
"571","1301",2017-12-18 15:05:48,66,"male",54500,"store","yes","Münster","disks","TV serial - DVD",99.99,53,"female","friend"
"572","857",2017-12-23 19:46:36,50,"female",65500,"store","no","Münster","clothes","Other clothes",99.99,20,"female","niece"
"573","1469",2017-02-17 11:44:06,76,"male",67000,"store","yes","Düsseldorf","books","Fantasy & Science Fiction",100.99,17,"female","niece"
"574","140",2017-05-10 08:51:36,26,"male",28500,"online","yes","Gelsenkirchen","disks","TV serial - Blu Ray",100.99,16,"male","brother"
"575","152",2017-09-22 15:24:24,26,"male",37000,"online","yes","Bielefeld","books","Fiction",100.99,12,"male","friend"
"576","551",2017-11-17 03:49:01,41,"female",26500,"online","no","Bielefeld","books","Mystery",100.99,66,"female","mother"
"577","1213",2017-11-30 23:50:26,62,"female",51000,"online","yes","Köln","books","Travel & Adventure",100.99,24,"female","niece"
"578","597",2017-12-15 14:16:56,42,"female",39000,"store","no","Osnabrück","books","Crime Thrillers",100.99,29,"male","cousin"
"579","252",2017-12-21 01:26:42,30,"female",50000,"online","no","Hannover","books","Biographies",100.99,24,"female","friend"
"580","468",2017-01-14 05:22:52,38,"male",39500,"online","yes","Münster","books","Crime Thrillers",101.99,52,"female","cousin"
"581","1390",2017-01-20 23:18:02,71,"female",49000,"online","yes","Köln","books","Fiction",101.99,45,"female","friend"
"582","1121",2017-02-20 16:09:16,59,"female",48500,"store","no","Münster","books","Crime Thrillers",101.99,64,"male","friend"
"583","1315",2017-02-22 17:25:43,66,"male",75000,"store","yes","Münster","disks","TV serial - Blu Ray",101.99,42,"female","friend"
"584","835",2017-07-30 09:11:22,50,"female",39500,"online","no","Düsseldorf","disks","Music-Album - CD",101.99,60,"female","sister"
"585","1094",2017-08-11 03:34:40,58,"male",49000,"online","no","Münster","disks","TV serial - DVD",101.99,36,"male","friend"
"586","247",2017-10-12 13:19:30,30,"female",45000,"store","no","Hannover","clothes","Shirt",101.99,46,"female","friend"
"587","802",2017-10-25 02:35:20,49,"male",40500,"online","no","Bielefeld","disks","Music-Album - CD",101.99,16,"female","daughter"
"588","570",2017-10-30 08:22:39,41,"female",49000,"online","no","Münster","clothes","Tie",101.99,49,"male","brother"
"589","571",2017-11-27 14:04:25,41,"female",50000,"online","no","Osnabrück","disks","Music-Album - CD",101.99,64,"female","friend"
"590","499",2017-12-08 10:43:23,39,"male",40500,"online","yes","Düsseldorf","books","Travel & Adventure",101.99,53,"male","friend"
"591","1017",2017-12-15 08:30:03,55,"female",60500,"store","yes","Düsseldorf","books","Crime Thrillers",101.99,43,"male","friend"
"592","633",2017-12-16 16:39:26,43,"male",47500,"store","yes","Düsseldorf","disks","Movie - Blu Ray",101.99,37,"male","friend"
"593","360",2017-12-21 06:38:41,35,"male",28500,"online","yes","Köln","disks","Music-Album - CD",101.99,37,"male","boyfriend"
"594","877",2017-01-04 17:41:14,51,"female",49500,"store","yes","Hannover","books","Travel & Adventure",102.99,61,"female","friend"
"595","398",2017-01-19 20:12:17,36,"female",27500,"online","yes","Bielefeld","books","Fiction",102.99,19,"female","friend"
"596","220",2017-07-20 04:07:41,29,"female",40000,"online","yes","Dortmund","books","Fiction",102.99,69,"male","father"
"597","211",2017-10-13 14:08:38,29,"female",33000,"store","yes","Düsseldorf","disks","Movie - Blu Ray",102.99,19,"male","cousin"
"598","666",2017-11-09 12:09:24,44,"other",48000,"store","yes","Münster","books","Religion",102.99,88,"other","undefined"
"599","746",2017-11-13 11:13:15,47,"female",40500,"store","no","Münster","books","Fiction",102.99,92,"male","uncle"
"600","419",2017-11-16 14:50:29,36,"female",48000,"store","yes","Münster","disks","Movie - DVD",102.99,31,"male","boyfriend"
"601","156",2017-11-24 09:47:48,26,"female",40000,"online","yes","Essen","books","Crime Thrillers",102.99,46,"female","mother"
"602","699",2017-12-20 12:37:15,45,"female",59000,"online","yes","Osnabrück","clothes","Shirt",102.99,42,"female","friend"
"603","946",2017-01-16 05:15:22,53,"female",55500,"online","yes","Gelsenkirchen","clothes","Shirt",103.99,16,"female","daughter"
"604","179",2017-10-15 14:03:36,27,"male",40500,"store","yes","Düsseldorf","clothes","Shirt",103.99,32,"male","husband"
"605","1166",2017-11-25 15:05:21,60,"female",61000,"store","yes","Düsseldorf","clothes","Shirt",103.99,40,"female","daughter"
"606","728",2017-12-13 10:41:21,46,"male",56500,"store","no","Düsseldorf","books","Fantasy & Science Fiction",103.99,33,"female","friend"
"607","1217",2017-12-14 22:01:23,62,"male",54000,"online","yes","Gelsenkirchen","toys","Barbie",103.99,70,"female","sister"
"608","1013",2017-12-16 16:07:10,55,"male",58000,"store","yes","Düsseldorf","clothes","Shirt",103.99,76,"female","mother"
"609","11",2017-12-20 18:36:15,19,"male",36000,"store","yes","Münster","clothes","Other clothes",103.99,21,"other","undefined"
"610","739",2017-12-23 14:07:48,47,"male",30500,"store","yes","Münster","clothes","Shoes",103.99,29,"female","other"
"611","388",2017-12-25 16:20:37,35,"female",53500,"store","no","Düsseldorf","clothes","Other clothes",103.99,38,"male","boyfriend"
"612","1448",2017-01-16 21:19:45,75,"female",41000,"online","no","Essen","toys","Lego",104.99,25,"female","daughter"
"613","237",2017-02-10 13:22:28,30,"female",32500,"store","no","Düsseldorf","clothes","Shoes",104.99,38,"female","sister"
"614","1467",2017-07-16 22:50:31,76,"male",60500,"online","yes","Münster","clothes","Tie",104.99,17,"other","undefined"
"615","980",2017-07-26 10:46:17,54,"male",53000,"online","yes","Münster","clothes","Shirt",104.99,40,"male","friend"
"616","536",2017-08-13 10:51:29,40,"female",44500,"store","yes","Münster","clothes","Jeans",104.99,32,"male","brother"
"617","640",2017-08-19 22:48:20,43,"female",52500,"online","yes","Osnabrück","clothes","Shoes",104.99,12,"female","niece"
"618","1119",2017-08-22 09:38:34,59,"female",44500,"online","yes","Dortmund","toys","Lego",104.99,60,"female","sister"
"619","146",2017-09-24 20:15:26,26,"female",32000,"online","yes","Gelsenkirchen","clothes","Shirt",104.99,48,"other","undefined"
"620","1456",2017-10-10 00:30:14,75,"female",56500,"online","no","Osnabrück","toys","Lego",104.99,39,"female","niece"
"621","1209",2017-10-26 10:29:26,62,"male",45500,"store","yes","Osnabrück","toys","Lego",104.99,41,"female","niece"
"622","1436",2017-02-09 11:04:25,74,"male",52000,"store","yes","Münster","toys","Lego",105.99,47,"female","daughter"
"623","1585",2017-02-16 18:14:30,102,"male",69500,"store","yes","Düsseldorf","books","Fantasy & Science Fiction",105.99,85,"female","friend"
"624","641",2017-02-22 17:09:13,43,"male",53000,"store","yes","Düsseldorf","clothes","Shirt",105.99,63,"male","friend"
"625","1153",2017-02-25 03:41:58,60,"male",51500,"online","yes","Hannover","clothes","Jeans",105.99,78,"male","other"
"626","948",2017-04-23 13:28:52,53,"female",57500,"store","yes","Münster","clothes","Shoes",105.99,46,"male","brother"
"627","1491",2017-06-20 11:12:51,78,"female",70000,"store","yes","Münster","toys","Computer and Console game",105.99,14,"female","daughter"
"628","782",2017-07-19 11:22:26,48,"female",41500,"online","yes","Bielefeld","books","Biographies",105.99,5,"female","niece"
"629","941",2017-10-21 18:29:31,53,"other",49500,"store","no","Düsseldorf","clothes","Shirt",105.99,82,"male","undefined"
"630","629",2017-11-17 11:13:24,43,"male",43500,"store","yes","Osnabrück","toys","Computer and Console game",105.99,54,"male","brother"
"631","780",2017-12-10 12:34:52,48,"male",40000,"online","no","Münster","toys","Computer and Console game",105.99,31,"female","cousin"
"632","1272",2017-12-22 11:34:45,64,"female",71500,"store","yes","Düsseldorf","clothes","Socks",105.99,25,"female","daughter"
"633","1035",2017-02-12 09:01:37,56,"female",49500,"store","no","Düsseldorf","books","Fiction",107.99,23,"female","daughter"
"634","323",2017-02-16 00:36:25,33,"male",49000,"online","yes","Dortmund","clothes","Shirt",107.99,36,"female","wife"
"635","905",2017-03-25 13:43:48,52,"female",42000,"store","no","Hannover","clothes","Shirt",107.99,16,"female","niece"
"636","383",2017-04-19 03:04:30,35,"male",48000,"online","yes","Düsseldorf","clothes","Other clothes",107.99,76,"female","mother"
"637","588",2017-05-08 00:09:54,42,"female",31500,"online","yes","Essen","toys","Barbie",107.99,32,"male","brother"
"638","947",2017-05-15 18:13:31,53,"other",57000,"online","yes","Dortmund","clothes","Shoes",107.99,23,"other","undefined"
"639","197",2017-09-21 14:36:33,28,"female",40500,"store","no","Osnabrück","clothes","Shirt",107.99,55,"female","aunt"
"640","509",2017-11-10 16:17:52,39,"male",53500,"store","no","Osnabrück","clothes","Jeans",107.99,56,"female","friend"
"641","5",2017-11-13 15:41:17,19,"female",31000,"store","yes","Hannover","toys","Barbie",107.99,48,"female","aunt"
"642","970",2017-11-16 03:20:15,54,"male",46000,"online","yes","Hannover","books","Fantasy & Science Fiction",107.99,36,"male","other"
"643","1298",2017-12-15 16:34:30,66,"female",49000,"store","no","Osnabrück","toys","Lego",107.99,51,"female","cousin"
"644","812",2017-03-17 15:44:37,49,"female",48500,"store","no","Osnabrück","clothes","Shoes",108.99,34,"male","friend"
"645","379",2017-06-06 12:59:06,35,"female",42500,"online","yes","Paderborn","clothes","Shoes",108.99,74,"female","aunt"
"646","742",2017-06-06 18:23:03,47,"female",36000,"online","no","Dortmund","toys","Lego",108.99,21,"male","friend"
"647","108",2017-06-13 14:00:21,24,"female",43000,"store","no","Münster","clothes","Socks",108.99,48,"male","father"
"648","623",2017-11-13 13:49:57,43,"male",39000,"store","yes","Hannover","clothes","Shirt",108.99,18,"female","daughter"
"649","1512",2017-12-14 15:17:51,81,"female",61000,"store","yes","Osnabrück","clothes","Shirt",108.99,71,"female","sister"
"650","1008",2017-01-13 18:29:10,55,"female",48500,"online","no","Dortmund","toys","Computer and Console game",109.99,62,"male","friend"
"651","129",2017-02-21 00:09:01,25,"female",39000,"online","no","Gelsenkirchen","clothes","Shirt",109.99,33,"male","friend"
"652","334",2017-06-14 15:07:55,34,"male",34500,"online","yes","Köln","clothes","Jeans",109.99,41,"female","friend"
"653","1452",2017-12-12 09:53:24,75,"male",53000,"store","no","Düsseldorf","clothes","Other clothes",109.99,66,"male","friend"
"654","573",2017-12-20 09:31:58,41,"female",51500,"store","no","Münster","books","Fiction",109.99,42,"female","friend"
"655","991",2017-01-21 04:25:28,54,"female",68000,"online","no","Hannover","clothes","Socks",110.99,57,"male","boyfriend"
"656","838",2017-07-16 13:59:10,50,"male",42000,"store","yes","Hannover","toys","Lego",110.99,55,"female","girlfriend"
"657","94",2017-10-18 08:14:32,24,"female",30000,"online","no","Gelsenkirchen","clothes","Other clothes",110.99,25,"female","friend"
"658","539",2017-11-10 16:11:15,40,"male",49000,"store","yes","Münster","clothes","Shirt",110.99,49,"female","cousin"
"659","243",2017-12-12 17:56:40,30,"female",39000,"store","yes","Düsseldorf","clothes","Jeans",110.99,24,"male","brother"
"660","245",2017-12-18 10:32:22,30,"male",43000,"store","yes","Münster","toys","Barbie",110.99,56,"female","friend"
"661","873",2017-02-10 15:59:36,51,"female",43500,"online","yes","Düsseldorf","clothes","Shoes",111.99,20,"female","friend"
"662","13",2017-02-12 17:58:03,19,"female",37000,"store","no","Münster","clothes","Jeans",111.99,39,"male","father"
"663","291",2017-04-14 11:17:13,32,"male",39000,"store","no","Düsseldorf","clothes","Shirt",111.99,39,"female","friend"
"664","512",2017-08-06 11:18:59,39,"male",56500,"online","yes","Osnabrück","clothes","Jeans",111.99,46,"male","brother"
"665","907",2017-01-12 09:05:24,52,"male",43500,"store","yes","Münster","clothes","Other clothes",112.99,49,"female","sister"
"666","407",2017-07-16 14:43:29,36,"male",39000,"store","yes","Hannover","clothes","Jeans",112.99,14,"female","daughter"
"667","556",2017-11-17 13:15:26,41,"other",35500,"store","yes","Münster","clothes","Shoes",112.99,41,"other","undefined"
"668","1213",2017-12-17 08:21:49,62,"female",51000,"online","yes","Paderborn","clothes","Shirt",112.99,39,"male","son"
"669","707",2017-12-20 11:02:26,46,"female",36500,"store","yes","Münster","books","Mystery",112.99,49,"male","husband"
"670","340",2017-06-17 12:47:39,34,"female",39000,"online","no","Bielefeld","clothes","Shirt",113.99,61,"female","mother"
"671","570",2017-07-19 23:04:26,41,"female",49000,"online","no","Osnabrück","clothes","Jeans",113.99,51,"female","sister"
"672","1063",2017-08-17 06:55:58,57,"female",49000,"online","no","Essen","clothes","Shoes",113.99,37,"male","son"
"673","865",2017-11-12 12:19:00,51,"female",36000,"online","no","Köln","books","Crime Thrillers",113.99,36,"female","cousin"
"674","1262",2017-11-16 19:30:23,64,"female",52000,"store","yes","Osnabrück","clothes","Other clothes",113.99,42,"female","niece"
"675","1368",2017-11-16 21:49:16,69,"female",69000,"online","no","Köln","books","Fantasy & Science Fiction",113.99,66,"male","boyfriend"
"676","796",2017-11-18 13:01:38,48,"female",63000,"online","yes","Münster","clothes","Jeans",113.99,32,"other","undefined"
"677","753",2017-12-14 16:13:20,47,"female",46000,"store","no","Münster","clothes","Other clothes",113.99,36,"female","sister"
"678","433",2017-12-17 19:34:28,37,"female",39000,"online","yes","Köln","toys","Computer and Console game",113.99,49,"other","undefined"
"679","18",2017-01-09 13:36:22,19,"female",44000,"online","no","Dortmund","clothes","Shirt",114.99,34,"male","brother"
"680","1114",2017-02-15 14:40:17,58,"male",79500,"store","yes","Münster","clothes","Shoes",114.99,33,"female","friend"
"681","881",2017-08-24 16:58:43,51,"male",52000,"online","no","Köln","toys","Barbie",114.99,35,"male","cousin"
"682","1278",2017-09-09 16:28:22,64,"female",82500,"online","no","Münster","books","Travel & Adventure",114.99,25,"male","son"
"683","341",2017-10-19 23:56:32,34,"male",40000,"online","yes","Essen","clothes","Shoes",114.99,14,"female","daughter"
"684","296",2017-12-15 15:50:53,32,"female",44000,"store","no","Münster","toys","Barbie",114.99,70,"female","mother"
